ID,Sex,Age,Height,Weight,ColdSens,ColdExp,Workhr,Coffeeintake,Vote_time,therm_sens,therm_pref,location,mean.Temperature_60,grad.Temperature_60,sd.Temperature_60,mean.Temperature_480,grad.Temperature_480,sd.Temperature_480,mean.Humidity_60,grad.Humidity_60,sd.Humidity_60,mean.Humidity_480,grad.Humidity_480,sd.Humidity_480,mean.Winvel_60,grad.Winvel_60,sd.Winvel_60,mean.Winvel_480,grad.Winvel_480,sd.Winvel_480,mean.Solar_60,grad.Solar_60,sd.Solar_60,mean.Solar_480,grad.Solar_480,sd.Solar_480,mean.hr_5,grad.hr_5,sd.hr_5,mean.hr_15,grad.hr_15,sd.hr_15,mean.hr_60,grad.hr_60,sd.hr_60,mean.WristT_5,grad.WristT_5,sd.WristT_5,mean.WristT_15,grad.WristT_15,sd.WristT_15,mean.WristT_60,grad.WristT_60,sd.WristT_60,mean.AnkleT_5,grad.AnkleT_5,sd.AnkleT_5,mean.AnkleT_15,grad.AnkleT_15,sd.AnkleT_15,mean.AnkleT_60,grad.AnkleT_60,sd.AnkleT_60,mean.PantT_5,grad.PantT_5,sd.PantT_5,mean.PantT_15,grad.PantT_15,sd.PantT_15,mean.PantT_60,grad.PantT_60,sd.PantT_60,mean.act_5,grad.act_5,sd.act_5,mean.act_15,grad.act_15,sd.act_15,mean.act_60,grad.act_60,sd.act_60
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/6/2016 16:59,-0.3,0,1,10.65555556,-0.037290323,0.563717818,10.65555556,-0.037290323,0.563717818,65.66666667,0.173225806,2.692582404,65.66666667,0.173225806,2.692582404,1.422222222,-0.01416129,0.311359028,1.422222222,-0.01416129,0.311359028,26.22222222,-1.892258065,29.2906887,26.22222222,-1.892258065,29.2906887,74.12624585,0.03551077,1.746618311,73.43285239,0.205606483,2.481305116,74.10098039,-0.058724516,3.11665936,33.46,-0.015428571,0.032863353,33.57875,-0.020294118,0.104618354,33.69509804,-0.003107692,0.148611878,34.235,-0.069428571,0.133379159,34.345625,-0.019102941,0.122036538,34.24666667,0.008878733,0.209290866,22.59,0.017142857,0.065726707,22.456875,0.017426471,0.118136574,22.66843137,-0.009574661,0.187599281,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/6/2016 18:00,-0.5,1,1,9.076923077,-0.02043956,0.400320385,9.076923077,-0.02043956,0.400320385,73.84615385,0.102197802,2.034951017,73.84615385,0.102197802,2.034951017,0.607692308,-0.023846154,0.552964041,0.607692308,-0.023846154,0.552964041,0,0,0,0,0,0,71.83056478,-0.454379442,1.356906781,74.41287458,-0.431364018,4.081177751,74.72535407,0.008587195,3.968955053,32.74333333,-3.24E-12,0.058195074,32.68875,0.011588235,0.074375175,32.98508197,-0.017983607,0.388607012,32.8,0.008571429,0.058991525,32.965625,-0.039073529,0.211722106,33.84590164,-0.027130619,0.564187844,22.415,-0.031714286,0.064109282,22.49375,-0.011558824,0.085702975,23.17147541,-0.033821259,1.033272852,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/6/2016 20:05,0.4,0,1,7.733333333,-0.006491557,0.137068883,7.975,-0.007028571,0.272269049,78.91666667,0.019324578,0.668557923,78.08333333,0.023272727,1.017954755,0.266666667,0.002101313,0.196946386,0.354166667,-0.002272727,0.338769085,0,0,0,0,0,0,89.26245847,-3.433112583,6.771082085,79.04883463,1.636099825,9.566948386,71.69841711,0.232874004,7.688961803,33.23333333,-0.072571429,0.148548533,33.52875,-0.042176471,0.272589435,33.00868852,0.020371232,0.494737221,31.53333333,0.041714286,0.091578746,31.41875,0.022882353,0.125372777,31.69311475,-0.018965098,0.412082277,23.08,-0.116,0.221178661,22.86375,0.044029412,0.304014802,24.08770492,-0.074359069,1.849506595,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/6/2016 21:04,-0.7,1,1,7.56,-0.006353646,0.126491106,7.56,-0.006353646,0.126491106,78.3,0.004195804,0.483045892,78.3,0.004195804,0.483045892,0.43,-0.011568432,0.368329563,0.43,-0.011568432,0.368329563,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,67.39435199,-0.19787563,5.267593017,31.34166667,-0.304857143,0.591993806,32.7375,-0.308088235,1.5033762,33.30050847,-0.000899474,1.540237805,33.45666667,0.044,0.153057723,33.660625,-0.069367647,0.49059785,32.80372881,0.050420807,1.014973922,17.12,0.059428571,0.124579292,16.95,-0.124176471,2.247422227,16.93254237,0.081087084,4.173423135,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/6/2016 22:00,-0.5,1,1,7.354545455,9.35E-05,0.052223297,7.354545455,9.35E-05,0.052223297,78.63636364,-0.004539386,0.504524979,78.63636364,-0.004539386,0.504524979,0.427272727,0.006875834,0.349545159,0.427272727,0.006875834,0.349545159,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.74166667,-0.260285714,0.53075104,34.788125,0.004132353,0.396202284,33.82357143,0.064776487,1.480269544,36.18666667,-0.073142857,0.204222101,35.98875,0.034794118,0.250036664,34.93178571,0.045964457,0.867359854,16.84333333,-0.024571429,0.049665548,17.01875,-0.036,0.173469498,18.27214286,-0.06138756,1.121817866,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/6/2016 23:00,-0.1,0,1,7.175,6.99E-05,0.075377836,7.175,6.99E-05,0.075377836,79.25,-0.072027972,1.602554779,79.25,-0.072027972,1.602554779,0.175,0.003986014,0.28959219,0.175,0.003986014,0.28959219,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.98333333,0.000571429,0.074206918,32.675,0.048617647,0.287216527,32.36166667,0.017714365,0.608544155,32.345,-0.159714286,0.306251531,32.63875,-0.073352941,0.405526407,33.2505,-0.029308419,0.704240004,17.49166667,-0.13,0.254748242,18.105625,-0.148014706,0.742508979,17.833,0.025474298,0.868244479,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 9:03,-0.6,1,1,6.58,0.01,0.198885785,6.470238095,-0.001511629,0.478899281,65,-0.101731602,2.309401077,73.4047619,-0.022354922,4.664965676,0.92,-0.008484848,0.456557164,0.505952381,0.000938852,0.356134261,25,0.24025974,8.096638534,4.297619048,0.045192,8.981614101,84.99667774,0.563631163,2.557991841,86.83058471,-0.221463193,4.248627419,100.4613402,-0.948459939,17.19558105,32.10166667,0.118,0.284353067,32.471875,-0.040367647,0.384330045,27.47622951,0.209202538,4.074951192,33.27,0.223428571,0.420238028,32.8725,0.073911765,0.414993976,30.4457377,0.102643575,1.922673017,22.88333333,0.686857143,1.288218408,22.161875,0.111220588,0.978476494,17.37836066,0.208599154,4.898552569,NA,NA,NA,NA,NA,NA,9.529934119,0.013629473,0.871205196
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 9:46,0.3,0,1,6.775,0.012857143,0.166904592,6.775,0.012857143,0.166904592,61.875,-0.321428571,4.015594601,61.875,-0.321428571,4.015594601,0.525,0.002380952,0.231455025,0.525,0.002380952,0.231455025,79.75,-0.2,7.38241153,79.75,-0.2,7.38241153,78.26910299,-0.42602363,2.533247361,79.72918979,-0.221294398,3.683585558,82.67015504,-0.18640024,4.449636393,34.13,-0.090857143,0.192145778,34.071875,0.01025,0.162202291,33.73232558,0.031588644,0.456721428,34.735,-0.076285714,0.154240073,34.451875,0.062044118,0.362366642,34.48976744,0.001954092,0.288134297,23.40666667,-0.289142857,0.541762556,24.320625,-0.166926471,0.854302591,25.5927907,-0.049350649,2.062011646,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 10:09,0.4,0,1,7.5,0.04,0.25819889,7.5,0.04,0.25819889,55,-0.44,2.943920289,55,-0.44,2.943920289,0.4,6.66E-18,0,0.4,6.66E-18,0,137.5,1.88,13.89244399,137.5,1.88,13.89244399,77.44850498,0.52128226,2.672359648,76.44395117,-0.018418559,4.65742174,77.01376812,-0.104330758,4.272000889,33.805,-0.014571429,0.111848111,33.7275,0.003088235,0.123747054,33.76217391,-0.006620553,0.128238291,34.80666667,-0.081142857,0.19335632,34.584375,0.051926471,0.321163899,34.51086957,0.028152174,0.310116005,23.32,-0.129714286,0.263210942,23.806875,-0.085897059,0.442624276,23.82304348,-0.023083004,0.542120708,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 10:59,0.2,0,1,8.37,0.013454545,0.254077853,8.37,0.013454545,0.254077853,50.4,-0.072727273,2.170509413,50.4,-0.072727273,2.170509413,1.29,0.034787879,0.730981076,1.29,0.034787879,0.730981076,136,-0.911515152,19.821425,136,-0.911515152,19.821425,71.23255814,-1.463809377,4.520958943,71.44173141,0.121714478,5.602597701,75.97166667,-0.296842766,9.027847542,33.525,-0.327714286,0.646985317,33.453125,0.004779412,0.404635124,33.4704,-0.006030252,0.336560999,33.74833333,-0.111142857,0.223286065,33.92625,-0.048764706,0.278325349,34.0578,-0.009228812,0.234914574,24.57166667,-0.153428571,0.29956079,24.468125,-0.052397059,0.635402432,23.607,0.040529652,1.143189684,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 11:59,-0.5,1,1,8.7,-0.002522293,0.063245553,8.7,-0.002522293,0.063245553,49.72727273,-0.042929936,2.004540301,49.72727273,-0.042929936,2.004540301,2.4,0.006165605,0.458257569,2.4,0.006165605,0.458257569,155.4545455,-0.259617834,15.7376214,155.4545455,-0.259617834,15.7376214,64.75747508,0.980229258,4.037860688,66.38623751,-0.47697877,4.282988228,69.93055556,-0.142541076,7.470282681,32.01833333,0.143142857,0.281383487,31.61,0.036970588,0.483128692,32.32533333,-0.012994721,0.6173219,33.175,-0.062571429,0.121119775,33.2225,-0.011117647,0.10798148,33.39316667,-0.004684357,0.200689419,22.90333333,-0.103428571,0.200964342,22.344375,0.117573529,0.661734778,23.09566667,-0.00122923,1.344226029,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 15:59,-0.2,1,1,8.145454545,0.009158879,0.191643609,8.259090909,-0.003217206,0.326587843,57.81818182,-0.030173565,1.167748416,54.52272727,0.032994085,3.281297505,1.872727273,0.000761015,0.454072481,1.531818182,0.000274661,0.657257419,37.63636364,-1.061949266,19.88603896,86.20454545,-0.484875174,41.37496128,NA,NA,NA,NA,NA,NA,90.87969925,3.564032197,11.25330766,34.35833333,-0.222571429,0.418110831,34.820625,-0.048014706,0.564593881,34.28245902,0.008580645,0.611794235,33.99666667,-0.175428571,0.344886455,34.358125,-0.063308824,0.356281139,34.45213115,0.002308831,0.302093334,24.345,-0.089428571,0.197964643,24.475625,-0.022926471,0.252321719,23.90196721,0.01838551,0.91825345,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 16:59,-0.4,1,1,8.19,-0.000952381,0.056764621,8.19,-0.000952381,0.056764621,64.1,0.080952381,2.643650675,64.1,0.080952381,2.643650675,1.65,-0.008008658,0.64678693,1.65,-0.008008658,0.64678693,8.7,-0.34025974,6.147266782,8.7,-0.34025974,6.147266782,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.53333333,0.033142857,0.077114633,33.5475,-0.002882353,0.069618005,34.2465,-0.006185885,0.774937559,33.47666667,-0.177714286,0.33392614,33.585,-0.001411765,0.314706212,33.67616667,-0.001878577,0.228814866,23.33,0.005142857,0.058991525,23.838125,-0.072661765,0.530939027,23.50583333,0.002009725,0.460546071,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 19:04,-0.7,0,1,8.1,-0.008538163,0.232379001,8.468181818,-0.008590322,0.447624804,70.81818182,0.186028461,4.190899231,68.31818182,0.07879471,4.121792994,3.627272727,0.020194049,0.601815435,3.072727273,0.016919146,0.839604112,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.87166667,0.631714286,1.194912828,28.498125,0.024279412,0.968787687,30.80934426,-0.082090428,1.658358494,32.01166667,0.093428571,0.217017664,31.379375,0.129367647,0.641648593,31.79737705,-0.020841354,0.600246898,19.43333333,0.452571429,0.849909799,15.51125,0.785294118,3.787387622,18.51,-0.156870968,4.316439505,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/7/2016 19:59,-0.8,1,1,7.45,-0.01533517,0.275882423,7.45,-0.01533517,0.275882423,79,0.236914601,4.346134937,79,0.236914601,4.346134937,3.45,-0.013682277,0.705927286,3.45,-0.013682277,0.705927286,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.505,0.008857143,0.127867119,33.521875,-0.002720588,0.170771534,33.00490909,0.030873016,0.638609232,34.15333333,0.015428571,0.092879851,33.8625,0.060117647,0.299299181,33.07545455,0.036439394,0.611306489,23.36333333,0.182857143,0.437020213,22.853125,0.120661765,0.694969724,21.75981818,0.056703463,1.229469158,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 8:05,-0.9,1,1,9.116666667,0.002689618,0.119341628,7.735483871,0.004146908,0.685667742,96.58333333,0.001183432,0.514928651,94.65591398,0.011998087,1.814762074,0.35,-0.007423346,0.407876987,1.067741935,-0.005379028,1.02894641,4.083333333,0.227756859,4.561864319,0.52688172,0.006189384,2.093423438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 9:40,-0.8,1,1,9.858333333,-0.001557223,0.137895437,9.655555556,0.008085846,0.318493184,97,-9.70E-16,0,97,0,0,0.916666667,-0.010881801,0.413044865,0.883333333,-0.000104241,0.561772405,32.33333333,0.296810507,10.83205121,26.27777778,0.364741952,12.84205204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 9:59,-0.4,1,1,10.3,0.06,0.3,10.3,0.06,0.3,97.66666667,0.1,0.577350269,97.66666667,0.1,0.577350269,1.633333333,0.05,0.288675135,1.633333333,0.05,0.288675135,45.66666667,1.3,6.506407099,45.66666667,1.3,6.506407099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 10:59,-0.4,1,1,11.26666667,0.02041958,0.384550111,11.26666667,0.02041958,0.384550111,98,3.79E-16,0,98,3.79E-16,0,1.508333333,0.00034965,0.257464325,1.508333333,0.00034965,0.257464325,67.33333333,0.085314685,18.99441704,67.33333333,0.085314685,18.99441704,75.39534884,0.901366307,2.244959902,75.96115427,-0.082894837,2.234487363,75.18190989,0.051103303,2.733885406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 14:01,-0.2,0,1,12.70909091,0.00635514,0.122102788,12.26,0.007167938,0.382099463,98,-7.93E-16,0,98,1.60E-16,0,1.727272727,-0.004579439,0.551526806,1.637142857,-0.00013899,0.434596306,46.18181818,0.185847797,12.99860132,54.74285714,-0.115173999,14.31030656,82.22923588,-0.699284944,2.934383935,83.36403996,-0.340192592,3.865889993,92.85448487,-0.449961968,14.69283414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 15:59,0.3,0,1,13.33636364,0.008210526,0.15666989,13.19090909,0.006040874,0.211365382,97.36363636,-0.00887218,0.504524979,97.68181818,-0.009737528,0.476731295,2.390909091,0.014240602,0.692032579,2.313636364,0.005187337,0.623580639,54.81818182,-0.800300752,15.98010126,70,-0.468122621,23.23585079,95.74418605,-5.685393061,10.79371767,92.31742508,0.281534929,7.191601307,89.36573174,0.093995406,5.36778796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 17:00,-0.2,0,1,13.56923077,-0.001318681,0.048038446,13.56923077,-0.001318681,0.048038446,97,3.38E-16,0,97,3.38E-16,0,1.515384615,-0.007252747,0.395487366,1.515384615,-0.007252747,0.395487366,4.692307692,-0.228571429,4.939376064,4.692307692,-0.228571429,4.939376064,77.59800664,-0.192259796,2.345462857,77.76137625,-0.029322433,2.614424919,79.08247709,-0.050553852,3.051707368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 20:23,-0.4,1,1,13.00833333,0.001748252,0.051492865,13.14102564,-0.002404793,0.156806869,98,3.79E-16,0,97.46153846,0.007481199,0.505035374,1.375,-0.014615385,0.497493719,1.605128205,-0.003154818,0.599538734,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/8/2016 20:59,-0.2,0,1,13.08333333,0.001428571,0.040824829,13.08333333,0.001428571,0.040824829,98,-7.46E-16,0,98,-7.46E-16,0,0.966666667,-0.002857143,0.163299316,0.966666667,-0.002857143,0.163299316,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 7:59,-0.3,1,1,13.38181818,-0.007423231,0.147093044,13.07849462,0.001709641,0.271008368,94.90909091,0.036315087,0.831209415,96.82795699,-0.007765191,1.176062479,2.190909091,0.007596796,0.610662829,2.037634409,0.002287562,0.655232116,0.454545455,0.038718291,1.507556723,0.053763441,0.000672921,0.518475847,91.92026578,0.39653253,2.639498929,91.47919144,0.006357258,3.081798688,91.47919144,0.006357258,3.081798688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.659500906,0.808318856,0.624088828,9.680940769,-0.027050333,1.07797705
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 8:59,-0.4,1,1,13.50833333,0.002307692,0.099620492,13.50833333,0.002307692,0.099620492,95.25,-0.018881119,0.452267017,95.25,-0.018881119,0.452267017,2.6,-0.009230769,0.33028913,2.6,-0.009230769,0.33028913,32.83333333,0.825174825,15.23651913,32.83333333,0.825174825,15.23651913,92.0166113,1.802125366,4.73389091,90.763596,0.31990176,5.637636024,90.07138889,-0.013726969,4.91445727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 10:33,-0.4,1,1,13.14166667,0.003006993,0.066855792,13.18947368,-0.001754386,0.114962491,97.25,0.017482517,0.452267017,96.78947368,0.026315789,0.85498196,1.175,-0.00020979,0.280016233,1.015789474,0.006035088,0.367065174,65,1.541258741,32.48496156,49.42105263,1.016140351,33.2738065,81.58536585,-1.243902439,2.439012195,81.45085803,0.427630236,3.566489439,85.4977707,-0.086658558,5.693033933,33.14,0.128,0.303051151,31.948125,0.307602941,1.773866657,29.97909091,0.498057595,3.655385992,33.07,-0.008571429,0.032863353,32.866875,0.068014706,0.483993371,31.591,0.346827068,2.753363302,26.49,-0.999428571,1.877455725,28.32384615,-0.483461538,2.258345775,28.32384615,-0.483461538,2.258345775,NA,NA,NA,NA,NA,NA,9.838748388,-0.033810219,2.359474364
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 10:59,-0.1,-1,1,13.56,0.014,0.114017543,13.56,0.014,0.114017543,98,2.54E-15,0,98,2.54E-15,0,0.7,0.02,0.273861279,0.7,0.02,0.273861279,145.8,-5.88,49.1090623,145.8,-5.88,49.1090623,77.74086379,-0.553070339,2.271407328,80.57158713,-0.726355294,4.463510406,90.33404255,-1.873452618,16.20012499,33.92166667,0.044285714,0.11973582,33.389375,0.126338235,0.649640606,33.09807692,0.059620513,0.733512204,34.745,0.054,0.102907726,34.503125,0.049308824,0.246920196,34.03346154,0.081234188,0.647085418,28.435,0.238,0.447515363,25.8725,0.528647059,2.596409059,24.03807692,0.358567521,3.344739176,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 11:13,0.2,0,1,13.73333333,-4.83E-13,0.057735027,13.73333333,-4.83E-13,0.057735027,98,-7.38E-15,0,98,-7.38E-15,0,1.033333333,-1.93E-12,0.230940108,1.033333333,-1.93E-12,0.230940108,132,1.9,10.44030651,132,1.9,10.44030651,75.2923588,0.453244153,2.607855073,76.225,-0.382820635,3.389051115,76.225,-0.382820635,3.389051115,34.13,0.008571429,0.024494897,34.11428571,0.006549451,0.079102104,34.11428571,0.006549451,0.079102104,34.96166667,-0.023714286,0.04833908,34.94071429,0.005208791,0.052691305,34.94071429,0.005208791,0.052691305,27.22666667,-0.132571429,0.257888865,28.26142857,-0.237626374,1.080476086,28.26142857,-0.237626374,1.080476086,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 11:59,0.6,0,1,13.78888889,0.006333333,0.105409255,13.78888889,0.006333333,0.105409255,97,-0.04,0.707106781,97,-0.04,0.707106781,1.077777778,0.002666667,0.210818511,1.077777778,0.002666667,0.210818511,153,1.306666667,42.08919101,153,1.306666667,42.08919101,78.3089701,0.735561374,4.222268656,77.2563818,0.243318707,4.794878727,78.03297101,-0.023960015,4.708001396,34.065,-0.045428571,0.093112835,34.210625,-0.023691176,0.158260071,34.17608696,0.001850139,0.139594305,34.83666667,-0.054857143,0.114134424,34.895,-0.014735294,0.121106014,34.9776087,-0.003489978,0.128429571,27.23833333,0.146571429,0.474190538,27.029375,0.077308824,0.547155904,26.76456522,0.019772433,0.791276624,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 13:13,0.2,0,1,14.34545455,0.012354463,0.233938609,14.25,0.011928571,0.279422481,91.45454545,-0.079948254,1.572490786,92.14285714,-0.082142857,1.955550006,0.881818182,-0.00992238,0.285720779,0.942857143,-0.008642857,0.292770022,124.8181818,0.33622251,30.15234048,120.9285714,0.351428571,30.87559227,84.75747508,-0.629029064,4.780270453,87.1154273,-0.695031635,7.322415779,81.17883921,0.306288447,9.506939389,32.69,0.104571429,0.221178661,32.618125,0.018661765,0.260543502,33.50147541,-0.041404548,0.940363114,34.38166667,-0.01,0.065853372,34.214375,0.034632353,0.196331989,34.4295082,-0.013872554,0.374648396,19.67166667,-0.060857143,0.284844987,19.41625,0.077588235,0.524898403,23.26819672,-0.205889476,4.091844942,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 13:59,-0.5,1,1,14.775,0.005238095,0.070710678,14.775,0.005238095,0.070710678,88.875,-0.064285714,0.83452296,88.875,-0.064285714,0.83452296,1.0375,-0.003095238,0.324862608,1.0375,-0.003095238,0.324862608,129.375,0.369047619,22.10324798,129.375,0.369047619,22.10324798,NA,NA,NA,105.3771186,2.903798536,12.94631024,97.84684685,0.444882101,13.02892662,31.07833333,0.106571429,0.217201903,31.885625,-0.133014706,0.746645554,32.50195652,-0.042553808,0.706775525,34.86,0.109142857,0.207171427,34.045625,0.149514706,0.757407585,34.32956522,-0.005078014,0.556376997,21.99666667,0.179428571,0.337678348,20.2025,0.382205882,1.891378686,19.86456522,0.021567068,1.536091297,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 15:59,-0.4,0,1,14.59,-0.011444184,0.218326972,14.76363636,-0.005238195,0.217223726,90.8,0.053708041,1.135292424,88.77272727,0.052121721,2.068627753,0.51,0.00941452,0.296085573,0.604545455,-0.000979643,0.31240583,32.5,-0.402029664,11.47218859,57.13636364,-0.63052256,29.17809918,79.26578073,0.020831225,2.709697118,80.50943396,-0.248633324,3.130702763,82.61856964,-0.203235106,3.909656295,34.12833333,0.148285714,0.283648844,33.25125,0.152088235,0.761514937,32.86,0.025980434,0.62830725,34.21666667,-0.001714286,0.074744008,34.324375,-0.012161765,0.143571991,34.25180328,0.010795875,0.330854994,23.10166667,-0.094571429,0.182364105,23.01375,0.025705882,0.354755785,22.8952459,0.028525119,1.091027966,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Male,26,1.71,68,3.7,3.4,5,0.2,12/9/2016 23:10,-0.5,1,1,13.99230769,-0.010989011,0.221590984,14.1952381,0.000308032,0.190056911,93.07692308,0.08021978,1.60527975,91.69047619,-0.003541061,1.598012248,2.369230769,0.009340659,0.548307419,1.733333333,0.002967324,0.755913767,0,0,0,3,-0.037679332,9.517263958,106.8405316,1.081401949,5.181488047,101.8102109,0.756557754,7.324126498,100.373892,0.678340365,8.514906952,21.11,-0.008571429,0.024494897,21.125,-0.004205882,0.029439203,21.35409836,-0.016843998,0.477285299,21.55,-1.24E-15,0,21.519375,0.005044118,0.035864328,23.31967213,-0.149488102,4.182975005,22.18666667,-0.076,0.150687314,22.4,-0.029558824,0.19976653,22.73868852,-0.004115812,0.795228427,NA,NA,NA,NA,NA,NA,NA,NA,NA
